Date	Time	Animal	Box	TempC	HumC	LightC	S.Flow	Ref.O2	Ref.CO2	Flow	Temp	O2	CO2	dO2	dCO2	VO2(1)	VO2(2)	VO2(3)	VCO2(1)	VCO2(2)	VCO2(3)	RER	H(1)	H(2)	H(3)	XT+YT	XT	XA	XF	YT	YA	YF	Z	CenT	CenA	CenF	PerT	PerA	PerF	DistK	DistD	Speed	Drink	Feed	Weight	Right	Left	SumR+L	SumTime	SumRuns	MaxSpeed	AvgSpeed	MaxLen
11/08/2019	20:25	3376	1	22	52	0	0.25	20.81	0.066	0.35	21.8	20.27	0.506	0.544	0.44	3193	1404	119	2459	1081	92	0.77	15.304	6.73	0.572	17982	9849	8559	1290	8133	6773	1360	816	7371	6426	945	10611	8906	1705	7529	7529	3	0.06	0.03	2885200.8	2239	1730	3970	1.86	91	0.42	0.23	4.3
11/08/2019	21:04	3376	1	22	51	0	0.25	20.82	0.066	0.35	22.3	20.3	0.482	0.523	0.416	3094	1361	116	2331	1025	87	0.753	14.772	6.496	0.552	15130	8068	6841	1227	7062	5839	1223	1126	6241	5223	1018	8889	7457	1432	14088	6559	3	0.07	0.03	2887346.5	2850	1832	4682	2.19	108	0.42	0.12	5.1
11/08/2019	21:43	3376	1	22	50	0	0.25	20.83	0.067	0.35	22.3	20.27	0.496	0.564	0.429	3357	1476	126	2397	1054	90	0.714	15.88	6.984	0.594	14064	7713	6483	1230	6351	5274	1077	1164	5795	4879	916	8269	6878	1391	19985	5897	3	0.08	0.13	2888755	5055	1832	6888	3.22	151	0.42	0.1	9.6
11/08/2019	22:22	3376	1	22	50	0	0.25	20.83	0.067	0.35	22.3	20.32	0.483	0.513	0.416	3014	1326	113	2329	1024	87	0.773	14.456	6.357	0.541	10599	4935	4001	934	5664	4541	1123	580	3548	2944	604	7051	5598	1453	25396	5410	2	0.23	0.24	2890050.3	2036	1798	3834	1.76	82	0.42	0.05	7.6
11/08/2019	23:01	3376	1	22	50	0	0.25	20.83	0.066	0.35	22.3	20.33	0.484	0.503	0.417	2941	1293	110	2336	1027	87	0.794	14.174	6.233	0.53	2926	576	383	193	2350	1830	520	2	254	213	41	2672	2000	672	28237	2841	1	0.23	0.29	2890150	0	0	0	0	0	0	-	0
11/08/2019	23:40	3376	1	22	50	0	0.25	20.83	0.067	0.35	22.4	20.44	0.397	0.39	0.33	2271	999	85	1846	812	69	0.813	10.993	4.834	0.411	15426	8361	7180	1181	7065	5850	1215	1071	5912	5119	793	9514	7911	1603	34544	6307	3	0.41	0.35	2891412.3	2714	2443	5157	2.34	121	0.42	0.05	3.5
11/09/2019	00:19	3376	1	22.1	51	0	0.25	20.83	0.068	0.35	22.3	20.36	0.473	0.472	0.405	2750	1209	103	2273	1000	85	0.827	13.353	5.872	0.499	12531	6353	5232	1121	6178	5043	1135	719	4457	3679	778	8074	6596	1478	40491	5947	3	0.48	0.62	2893447.5	1459	2239	3698	1.68	89	0.42	0.03	3.6
11/09/2019	00:58	3376	1	22	50	0	0.25	20.83	0.067	0.35	22.3	20.32	0.521	0.513	0.453	2951	1298	110	2529	1112	95	0.857	14.425	6.344	0.54	14861	7519	6269	1250	7342	6072	1270	907	5699	4836	863	9162	7505	1657	47026	6536	3	0.8	0.63	2895475.8	2307	3121	5429	2.53	122	0.57	0.04	4.7
11/09/2019	01:37	3376	1	21.9	49	0	0.25	20.83	0.067	0.35	22.3	20.34	0.502	0.493	0.435	2847	1252	106	2442	1074	91	0.858	13.919	6.121	0.521	12798	6627	5456	1171	6171	4912	1259	323	4384	3651	733	8414	6717	1697	54083	7056	3	0.88	0.81	2897405.3	679	305	984	0.48	24	0.34	0.01	3.3
11/09/2019	02:16	3376	1	22	50	0	0.25	20.83	0.067	0.35	22.4	20.42	0.439	0.41	0.372	2359	1037	88	2087	918	78	0.885	11.605	5.103	0.434	16401	8865	7469	1396	7536	6251	1285	286	5197	4453	744	11204	9267	1937	62780	8697	4	0.9	0.81	2899092.3	780	475	1255	0.72	22	0.28	0.01	6.5
11/09/2019	02:55	3376	1	22	50	0	0.25	20.83	0.068	0.35	22.4	20.49	0.359	0.339	0.291	1959	862	73	1621	713	61	0.827	9.514	4.184	0.356	313	27	15	12	286	84	202	0	0	0	0	313	99	214	63116	336	0	0.9	0.81	2899953	0	0	0	0	0	0	-	0
11/09/2019	03:34	3376	1	22	49	0	0.25	20.83	0.068	0.35	22.4	20.52	0.315	0.308	0.247	1809	795	68	1378	606	52	0.762	8.653	3.805	0.324	10272	3201	2592	609	7071	5981	1090	90	1862	1547	315	8410	7026	1384	72859	9743	4	0.9	0.86	2901204.5	170	68	238	0.12	6	0.21	0	2.8
11/09/2019	04:13	3376	1	22.1	51	0	0.25	20.83	0.067	0.35	22.4	20.51	0.329	0.318	0.262	1873	824	70	1473	648	55	0.787	9.011	3.963	0.337	8883	285	12	273	8598	7348	1250	0	0	0	0	8883	7360	1523	87533	14674	6	0.9	0.86	2902622	0	0	0	0	0	0	-	0
11/09/2019	04:52	3376	1	22	49	0	0.25	20.83	0.065	0.35	22.3	20.51	0.322	0.318	0.256	1875	825	70	1439	633	54	0.767	8.982	3.95	0.336	10705	2057	1568	489	8648	7468	1180	13	631	560	71	10074	8476	1598	108986	21453	9	0.9	0.96	2903736.3	0	0	0	0	0	0	-	0
11/09/2019	05:31	3376	1	22	51	0	0.25	20.83	0.064	0.35	22.3	20.46	0.376	0.369	0.312	2156	948	81	1750	770	65	0.812	10.433	4.588	0.39	14577	7316	6042	1274	7261	5907	1354	217	4371	3629	742	10206	8320	1886	119089	10103	4	1.52	1.29	2905863	441	577	1018	0.58	19	0.28	0.01	6.6
11/09/2019	06:10	3376	1	22	50	0	0.25	20.83	0.064	0.35	22.3	20.27	0.578	0.564	0.515	3221	1417	120	2870	1262	107	0.891	15.87	6.979	0.594	7203	5108	4254	854	2095	1275	820	5	1112	960	152	6091	4569	1522	130431	11342	5	1.53	1.29	2907832.3	0	0	0	0	0	0	-	0
11/09/2019	06:49	3376	1	22	50	0	0.25	20.83	0.064	0.35	22.4	20.56	0.301	0.267	0.237	1537	676	57	1330	585	50	0.865	7.529	3.311	0.282	3177	2359	1440	919	818	143	675	0	0	0	0	3177	1583	1594	138105	7674	3	1.54	1.29	2908815.3	0	0	0	0	0	0	-	0
11/09/2019	07:28	3376	1	22	50	0	0.25	20.83	0.065	0.35	22.3	20.54	0.308	0.287	0.243	1675	737	63	1360	598	51	0.812	8.105	3.564	0.303	6361	4853	4362	491	1508	1117	391	0	0	0	0	6361	5479	882	155872	17767	8	1.54	1.29	2910001.3	0	0	0	0	0	0	-	0
11/09/2019	08:07	3376	1	22	50	89	0.25	20.83	0.065	0.35	22.3	20.58	0.266	0.246	0.201	1453	639	54	1130	497	42	0.778	6.975	3.067	0.261	7617	5006	4340	666	2611	2072	539	0	0	0	0	7617	6412	1205	169000	13128	6	1.54	1.29	2911422.3	0	0	0	0	0	0	-	0
11/09/2019	08:46	3376	1	22	50	89	0.25	20.83	0.064	0.35	22.4	20.55	0.307	0.277	0.243	1603	705	60	1362	599	51	0.85	7.822	3.44	0.293	17112	8128	6699	1429	8984	7382	1602	294	5491	4616	875	11621	9465	2156	180636	11636	5	1.68	1.51	2914493	645	204	848	0.46	18	0.42	0	5.6
11/09/2019	09:25	3376	1	22.1	51	89	0.25	20.83	0.063	0.35	22.4	20.39	0.458	0.441	0.395	2543	1119	95	2216	974	83	0.871	12.474	5.486	0.467	5105	2685	2128	557	2420	1889	531	20	1260	1027	233	3845	2990	855	185987	5351	2	1.85	1.67	2917334.3	34	0	34	0.03	1	0.24	0	1.6
11/09/2019	10:04	3376	1	22	51	89	0.25	20.83	0.062	0.35	22.4	20.54	0.321	0.287	0.259	1650	725	62	1451	638	54	0.88	8.107	3.565	0.303	6997	58	44	14	6939	6238	701	0	0	0	0	6997	6282	715	188797	2810	1	1.85	1.67	2918552.3	0	0	0	0	0	0	-	0
11/09/2019	10:43	3376	1	22	49	89	0.25	20.83	0.063	0.35	22.4	20.56	0.302	0.267	0.239	1538	677	58	1343	590	50	0.873	7.548	3.319	0.282	18189	36	9	27	18153	16244	1909	0	0	0	0	18189	16253	1936	195922	7124	3	1.86	1.67	2919599.5	0	0	0	0	0	0	-	0
11/09/2019	11:22	3376	1	22	50	89	0.25	20.83	0.06	0.35	22.4	20.58	0.265	0.246	0.205	1443	634	54	1150	506	43	0.797	6.957	3.059	0.26	8285	1240	958	282	7045	5761	1284	2	806	634	172	7479	6085	1394	201678	5756	2	1.86	1.97	2921341.3	0	0	0	0	0	0	-	0
11/09/2019	12:01	3376	1	22	50	89	0.25	20.83	0.058	0.35	22.4	20.54	0.32	0.287	0.262	1647	724	62	1469	646	55	0.892	8.113	3.568	0.303	2908	81	53	28	2827	2173	654	0	0	0	0	2908	2226	682	207213	5534	2	1.87	1.97	2922436.8	0	0	0	0	0	0	-	0
11/09/2019	12:40	3376	1	22	50	89	0.25	20.83	0.057	0.35	22.4	20.56	0.301	0.267	0.244	1525	671	57	1366	601	51	0.895	7.522	3.308	0.281	23929	30	7	23	23899	22264	1635	0	0	0	0	23929	22271	1658	215073	7860	3	1.87	1.97	2923483	0	0	0	0	0	0	-	0
11/09/2019	13:19	3376	1	22	50	89	0.25	20.83	0.056	0.35	22.4	20.51	0.355	0.318	0.299	1807	795	68	1675	737	63	0.927	8.973	3.946	0.336	6088	242	56	186	5846	4758	1088	0	0	0	0	6088	4814	1274	219208	4136	2	1.87	1.97	2924761.8	0	0	0	0	0	0	-	0
11/09/2019	13:58	3376	1	22	50	89	0.25	20.83	0.055	0.35	22.4	20.58	0.27	0.246	0.214	1433	630	54	1206	530	45	0.842	6.979	3.069	0.261	16659	1035	794	241	15624	13924	1700	29	720	589	131	15939	14129	1810	229074	9866	4	1.87	1.97	2925739.8	0	0	0	0	0	0	-	0
11/09/2019	14:37	3376	1	22.1	50	89	0.25	20.83	0.055	0.35	22.4	20.53	0.325	0.298	0.27	1703	749	64	1508	663	56	0.886	8.378	3.684	0.313	5507	173	6	167	5334	4595	739	0	0	0	0	5507	4601	906	237606	8532	4	1.87	1.97	2926802	0	0	0	0	0	0	-	0
11/09/2019	15:16	3376	1	22	50	89	0.25	20.83	0.054	0.35	22.4	20.58	0.265	0.246	0.211	1432	630	54	1185	521	44	0.828	6.955	3.059	0.26	4277	715	364	351	3562	3028	534	10	98	90	8	4179	3302	877	244595	6989	3	1.88	1.97	2927936.5	0	0	0	0	0	0	-	0
11/09/2019	15:55	3376	1	22	51	89	0.25	20.83	0.054	0.35	22.4	20.53	0.302	0.298	0.248	1741	766	65	1389	611	52	0.798	8.397	3.693	0.314	2068	120	32	88	1948	1343	605	0	0	0	0	2068	1375	693	248954	4360	2	1.88	1.97	2928882	0	0	0	0	0	0	-	0
11/09/2019	16:34	3376	1	22	50	89	0.25	20.83	0.055	0.35	22.4	20.57	0.271	0.257	0.216	1497	658	56	1209	532	45	0.808	7.236	3.182	0.271	11478	75	21	54	11403	10099	1304	0	0	0	0	11478	10120	1358	255373	6419	3	1.88	1.97	2929688	0	0	0	0	0	0	-	0
11/09/2019	17:13	3376	1	22	49	89	0.25	20.83	0.055	0.35	22.4	20.58	0.25	0.246	0.196	1455	640	54	1096	482	41	0.753	6.947	3.055	0.26	3731	1019	796	223	2712	2249	463	22	370	324	46	3361	2721	640	259544	4171	2	1.89	1.97	2930493	0	0	0	0	0	0	-	0
11/09/2019	17:52	3376	1	22	50	89	0.25	20.83	0.055	0.35	22.4	20.47	0.353	0.359	0.298	2104	925	79	1672	735	63	0.794	10.143	4.46	0.379	16220	6187	5253	934	10033	8677	1356	137	4012	3403	609	12208	10527	1681	267972	8429	4	1.9	1.97	2932279.5	0	34	34	0.01	1	0.21	0	0.8
11/09/2019	18:31	3376	1	22	50	89	0.25	20.83	0.055	0.35	22.4	20.53	0.291	0.298	0.236	1760	774	66	1321	581	49	0.75	8.395	3.692	0.314	5219	0	0	0	5219	4544	675	0	0	0	0	5219	4544	675	270480	2507	1	1.9	1.97	2933599.3	0	0	0	0	0	0	-	0
11/09/2019	19:10	3376	1	22.2	49	89	0.25	20.83	0.056	0.35	22.4	20.55	0.281	0.277	0.226	1625	715	61	1262	555	47	0.776	7.801	3.431	0.292	2908	547	471	76	2361	1696	665	11	339	296	43	2569	1871	698	273254	2775	1	1.9	1.97	2936200.3	0	0	0	0	0	0	-	0
11/09/2019	19:49	3376	1	22	49	89	0.25	20.83	0.057	0.35	22.6	20.54	0.294	0.287	0.237	1687	742	63	1330	585	50	0.788	8.12	3.571	0.304	12978	1601	1196	405	11377	9593	1784	18	1270	1057	213	11708	9732	1976	279901	6647	3	1.91	2.19	2937435.3	0	34	34	0.01	1	0.21	0	0.8
11/09/2019	20:28	3376	1	22	52	0	0.25	20.83	0.059	0.35	22.5	20.46	0.396	0.369	0.337	2119	932	79	1889	831	71	0.892	10.439	4.591	0.39	7133	2337	1841	496	4796	3787	1009	124	1917	1541	376	5216	4087	1129	284817	4916	2	2.14	2.3	2937706	34	136	170	0.07	5	0.24	0	1
11/09/2019	21:07	3376	1	22	54	0	0.25	20.82	0.062	0.35	22.4	20.32	0.544	0.503	0.481	2841	1249	106	2690	1183	101	0.947	14.171	6.232	0.53	7199	3032	2368	664	4167	3245	922	66	2077	1657	420	5122	3956	1166	290013	5196	2	2.37	2.44	2938366	170	34	204	0.12	5	0.24	0	1.7
11/09/2019	21:46	3376	1	22	50	0	0.25	20.82	0.066	0.35	22.4	20.38	0.493	0.441	0.427	2484	1092	93	2381	1047	89	0.959	12.421	5.462	0.465	12068	3363	2636	727	8705	7213	1492	104	2810	2274	536	9258	7575	1683	299011	8998	4	2.64	2.69	2939676	34	68	102	0.06	3	0.21	0	1.7
11/09/2019	22:25	3376	1	22.1	50	0	0.25	20.83	0.066	0.35	22.3	20.46	0.421	0.369	0.355	2091	920	78	1990	875	74	0.952	10.443	4.592	0.391	4581	653	455	198	3928	3095	833	1	647	470	177	3934	3080	854	303560	4549	2	2.73	2.83	2940620.3	0	0	0	0	0	0	-	0
11/09/2019	23:04	3376	1	22	50	0	0.25	20.83	0.065	0.35	22.4	20.49	0.395	0.339	0.33	1911	840	71	1848	813	69	0.967	9.576	4.211	0.358	6307	1459	1218	241	4848	3759	1089	47	1267	1085	182	5040	3892	1148	309163	5603	2	2.73	2.84	2941826.8	68	0	68	0.03	2	0.24	0	0.9
11/09/2019	23:43	3376	1	22	50	0	0.25	20.83	0.066	0.35	22.3	20.48	0.386	0.349	0.32	1998	878	75	1796	790	67	0.899	9.859	4.335	0.369	12601	3187	2564	623	9414	7709	1705	91	1781	1472	309	10820	8801	2019	317689	8526	4	2.86	2.99	2943433.5	136	407	543	0.3	10	0.28	0	5.7
11/10/2019	00:22	3376	1	22	50	0	0.25	20.83	0.066	0.35	22.3	20.39	0.496	0.441	0.43	2489	1094	93	2406	1058	90	0.967	12.469	5.483	0.466	10128	1190	960	230	8938	7594	1344	16	894	770	124	9234	7784	1450	327228	9539	4	2.86	2.99	2945250.3	0	0	0	0	0	0	-	0
11/10/2019	01:01	3376	1	22	50	0	0.25	20.83	0.066	0.35	22.4	20.46	0.403	0.369	0.337	2113	929	79	1881	827	70	0.89	10.406	4.576	0.389	15044	5023	4190	833	10021	8294	1727	195	3458	2931	527	11586	9553	2033	341784	14556	6	2.86	3.21	2946959.3	373	305	679	0.42	11	0.34	0	5
11/10/2019	01:40	3376	1	22	50	0	0.25	20.83	0.067	0.35	22.4	20.46	0.389	0.369	0.323	2129	936	80	1799	791	67	0.845	10.378	4.564	0.388	2306	57	40	17	2249	1706	543	0	33	28	5	2273	1718	555	344444	2660	1	2.86	3.21	2948524.3	0	0	0	0	0	0	-	0
11/10/2019	02:19	3376	1	22.1	50	0	0.25	20.83	0.067	0.35	22.3	20.51	0.343	0.318	0.276	1846	812	69	1548	681	58	0.839	8.987	3.952	0.336	8128	1654	1183	471	6474	5208	1266	10	1205	883	322	6923	5508	1415	350383	5939	3	2.94	3.55	2949911	34	0	34	0.01	1	0.24	0	0.7
11/10/2019	02:58	3376	1	22	50	0	0.25	20.83	0.067	0.35	22.3	20.39	0.472	0.441	0.405	2520	1108	94	2266	996	85	0.899	12.438	5.47	0.465	8012	3717	3099	618	4295	3551	744	152	1681	1421	260	6331	5229	1102	367322	16939	7	3.24	3.59	2951903.3	238	1154	1391	0.77	24	0.42	0.01	9.8
11/10/2019	03:37	3376	1	22	50	0	0.25	20.83	0.066	0.35	22.3	20.46	0.399	0.369	0.333	2123	934	79	1864	820	70	0.878	10.43	4.587	0.39	4753	545	403	142	4208	3341	867	0	315	179	136	4438	3565	873	379367	12046	5	3.24	3.7	2952927	0	0	0	0	0	0	-	0
11/10/2019	04:16	3376	1	22	50	0	0.25	20.83	0.066	0.35	22.3	20.39	0.463	0.441	0.397	2542	1118	95	2228	980	83	0.876	12.482	5.489	0.467	10898	5430	4461	969	5468	4391	1077	199	2583	2098	485	8315	6754	1561	387304	7937	3	3.41	3.8	2955163.8	68	1221	1289	0.87	14	0.34	0.01	15
11/10/2019	04:55	3376	1	22	50	0	0.25	20.83	0.065	0.35	22.3	20.37	0.489	0.462	0.424	2641	1161	99	2372	1043	89	0.898	13.031	5.731	0.487	7685	435	286	149	7250	5921	1329	0	303	258	45	7382	5949	1433	392785	5481	2	3.41	3.8	2957079.5	0	0	0	0	0	0	-	0
11/10/2019	05:34	3376	1	22	50	0	0.25	20.83	0.064	0.35	22.4	20.56	0.308	0.267	0.244	1532	674	57	1368	602	51	0.893	7.549	3.32	0.282	1637	59	0	59	1578	1232	346	0	0	0	0	1637	1232	405	399488	6702	3	3.42	3.8	2958434.8	0	0	0	0	0	0	-	0
11/10/2019	06:13	3376	1	22.1	50	0	0.25	20.83	0.063	0.35	22.3	20.54	0.312	0.287	0.249	1665	732	62	1396	614	52	0.839	8.108	3.565	0.303	7548	43	29	14	7505	6177	1328	0	0	0	0	7548	6206	1342	409532	10044	4	3.42	3.8	2959750.5	0	0	0	0	0	0	-	0
11/10/2019	06:52	3376	1	21.9	49	0	0.25	20.83	0.063	0.35	22.4	20.51	0.34	0.318	0.278	1842	810	69	1554	684	58	0.844	8.977	3.948	0.336	11918	2780	2196	584	9138	7590	1548	94	2025	1615	410	9893	8171	1722	418294	8762	4	3.43	3.98	2961532.8	204	34	238	0.17	4	0.24	0	6
11/10/2019	07:31	3376	1	22	50	0	0.25	20.83	0.064	0.35	22.3	20.3	0.538	0.534	0.474	3077	1353	115	2655	1168	99	0.863	15.063	6.624	0.563	4490	1751	1410	341	2739	2052	687	81	1253	1020	233	3237	2442	795	422842	4549	2	3.62	3.99	2963275	102	68	170	0.08	4	0.24	0	1.6
11/10/2019	08:10	3376	1	22.1	50	89	0.25	20.82	0.064	0.35	22.4	20.5	0.346	0.318	0.282	1834	807	69	1576	693	59	0.859	8.973	3.946	0.336	8395	1126	875	251	7269	6098	1171	3	534	402	132	7861	6571	1290	428423	5581	2	3.63	4.17	2964859.8	0	0	0	0	0	0	-	0
11/10/2019	08:49	3376	1	22	50	89	0.25	20.82	0.064	0.35	22.4	20.42	0.438	0.4	0.374	2280	1003	85	2092	920	78	0.918	11.301	4.97	0.423	7091	3484	2958	526	3607	2882	725	181	1711	1449	262	5380	4391	989	436345	7921	3	3.63	4.17	2967552.3	373	102	475	0.3	8	0.24	0	4.7
11/10/2019	09:28	3376	1	22	50	89	0.25	20.83	0.062	0.35	22.4	20.56	0.299	0.267	0.237	1538	677	58	1327	584	50	0.863	7.531	3.312	0.282	4588	3652	3098	554	936	686	250	0	0	0	0	4588	3784	804	445095	8750	4	3.64	4.17	2969131.5	0	0	0	0	0	0	-	0
11/10/2019	10:07	3376	1	22	49	89	0.25	20.83	0.06	0.35	22.4	20.57	0.283	0.257	0.223	1490	655	56	1250	550	47	0.839	7.255	3.19	0.271	4072	2345	1613	732	1727	1237	490	23	1535	1112	423	2537	1738	799	447686	2591	1	3.86	4.36	2970536	0	0	0	0	0	0	-	0
11/10/2019	10:46	3376	1	22	49	89	0.25	20.82	0.063	0.35	22.4	20.39	0.466	0.431	0.403	2450	1078	92	2249	989	84	0.918	12.145	5.341	0.454	15785	785	557	228	15000	13172	1828	4	399	330	69	15386	13399	1987	456415	8729	4	3.86	4.36	2972564.3	0	0	0	0	0	0	-	0
11/10/2019	11:25	3376	1	22	51	89	0.25	20.83	0.06	0.35	22.4	20.58	0.286	0.246	0.225	1411	621	53	1263	555	47	0.895	6.959	3.06	0.26	3189	11	1	10	3178	2548	630	0	0	0	0	3189	2549	640	461084	4669	2	3.86	4.36	2973743.3	0	0	0	0	0	0	-	0
11/10/2019	12:04	3376	1	22	50	89	0.25	20.83	0.057	0.35	22.4	20.57	0.277	0.257	0.22	1490	655	56	1233	542	46	0.828	7.236	3.182	0.271	4932	137	13	124	4795	3897	898	0	0	0	0	4932	3910	1022	468204	7120	3	3.86	4.36	2974914.3	0	0	0	0	0	0	-	0
11/10/2019	12:43	3376	1	21.9	49	89	0.25	20.83	0.056	0.35	22.4	20.53	0.313	0.298	0.257	1725	759	65	1440	633	54	0.835	8.391	3.69	0.314	18742	339	207	132	18403	16215	2188	0	211	170	41	18531	16252	2279	476845	8642	4	3.86	4.36	2976142.8	0	0	0	0	0	0	-	0
11/10/2019	13:22	3376	1	22.1	50	89	0.25	20.83	0.056	0.35	22.4	20.51	0.32	0.318	0.264	1862	819	70	1478	650	55	0.794	8.975	3.947	0.336	16305	9	5	4	16296	14861	1435	0	0	0	0	16305	14866	1439	484319	7474	3	3.86	4.36	2977413.5	0	0	0	0	0	0	-	0
11/10/2019	14:01	3376	1	22	50	89	0.25	20.83	0.055	0.35	22.4	20.61	0.243	0.226	0.188	1323	582	49	1056	464	39	0.798	6.382	2.807	0.239	23183	0	0	0	23183	21307	1876	0	0	0	0	23183	21307	1876	493930	9611	4	3.86	4.36	2978318.5	0	0	0	0	0	0	-	0
11/10/2019	14:40	3376	1	22	50	89	0.25	20.83	0.055	0.35	22.4	20.58	0.253	0.246	0.198	1451	638	54	1111	488	42	0.765	6.948	3.055	0.26	24873	91	12	79	24782	22097	2685	0	0	0	0	24873	22109	2764	510206	16275	7	3.86	4.36	2979301.8	0	0	0	0	0	0	-	0
11/10/2019	15:19	3376	1	22	49	89	0.25	20.83	0.055	0.35	22.4	20.56	0.267	0.267	0.212	1575	692	59	1186	522	44	0.753	7.518	3.306	0.281	11286	2515	2063	452	8771	7360	1411	27	1399	1161	238	9887	8262	1625	518379	8174	3	3.87	4.36	2980304.3	0	34	34	0.01	1	0.28	0	0.6
11/10/2019	15:58	3376	1	22	50	89	0.25	20.83	0.055	0.35	22.4	20.41	0.394	0.421	0.339	2478	1090	93	1898	834	71	0.766	11.864	5.217	0.444	7486	70	8	62	7416	6299	1117	0	0	0	0	7486	6307	1179	525520	7141	3	3.87	4.36	2981619	0	0	0	0	0	0	-	0
11/10/2019	16:37	3376	1	22	50	89	0.25	20.83	0.055	0.35	22.4	20.56	0.274	0.267	0.219	1566	689	59	1231	541	46	0.786	7.533	3.313	0.282	895	2	1	1	893	400	493	0	0	0	0	895	401	494	529580	4060	2	3.87	4.36	2982554.8	0	0	0	0	0	0	-	0
11/10/2019	17:16	3376	1	22	50	89	0.25	20.83	0.055	0.35	22.4	20.55	0.284	0.277	0.23	1622	713	61	1286	565	48	0.793	7.815	3.437	0.292	1096	170	9	161	926	535	391	0	0	0	0	1096	544	552	534747	5166	2	3.87	4.36	2983479.3	0	0	0	0	0	0	-	0
11/10/2019	17:55	3376	1	22	50	89	0.25	20.83	0.055	0.35	22.4	20.55	0.282	0.277	0.228	1626	715	61	1276	561	48	0.785	7.821	3.44	0.293	2781	185	16	169	2596	2185	411	0	0	0	0	2781	2201	580	537961	3215	1	3.88	4.36	2984479.8	0	0	0	0	0	0	-	0
11/10/2019	18:34	3376	1	22	50	89	0.25	20.83	0.056	0.35	22.4	20.56	0.261	0.267	0.205	1587	698	59	1148	505	43	0.724	7.524	3.309	0.281	6672	1255	848	407	5417	4311	1106	30	824	540	284	5848	4619	1229	541936	3975	2	3.9	4.6	2985559	0	0	0	0	0	0	-	0
11/10/2019	19:13	3376	1	22	50	89	0.25	20.83	0.056	0.35	22.4	20.44	0.403	0.39	0.347	2250	990	84	1945	855	73	0.864	11.02	4.846	0.412	1096	161	31	130	935	625	310	0	0	0	0	1096	656	440	548217	6281	3	3.9	4.6	2986744.3	0	0	0	0	0	0	-	0
11/10/2019	19:52	3376	1	22	50	89	0.25	20.83	0.057	0.35	22.4	20.46	0.388	0.369	0.331	2127	935	80	1855	816	69	0.872	10.435	4.589	0.39	5105	689	484	205	4416	3491	925	0	0	0	0	5105	3975	1130	552036	3818	2	3.9	4.6	2987644	0	0	0	0	0	0	-	0
11/10/2019	20:31	3376	1	22	50	0	0.25	20.82	0.059	0.35	22.5	20.51	0.343	0.308	0.284	1764	776	66	1597	703	60	0.906	8.717	3.833	0.326	11424	4551	3829	722	6873	5599	1274	91	2267	1835	432	9157	7593	1564	567738	15702	7	4.15	4.86	2988338.3	136	68	204	0.11	6	0.28	0	1.6
11/10/2019	21:10	3376	1	22	50	0	0.25	20.81	0.062	0.35	22.4	20.39	0.474	0.421	0.412	2367	1041	89	2303	1013	86	0.973	11.875	5.222	0.444	15002	5665	4674	991	9337	7854	1483	262	3442	2919	523	11560	9609	1951	581529	13791	6	4.28	5.06	2988677.5	170	611	780	0.44	16	0.28	0	5.6
11/10/2019	21:49	3376	1	21.9	50	0	0.25	20.82	0.066	0.35	22.4	20.26	0.606	0.564	0.54	3195	1405	120	3020	1328	113	0.945	15.934	7.007	0.596	2475	1088	849	239	1387	1022	365	0	892	696	196	1583	1175	408	582903	1374	1	4.47	5.41	2989499.8	0	34	34	0.03	1	0.24	0	1.6
11/10/2019	22:28	3376	1	22	49	0	0.25	20.82	0.066	0.35	22.4	20.32	0.562	0.503	0.496	2824	1242	106	2777	1221	104	0.983	14.2	6.245	0.531	11128	2898	2390	508	8230	6856	1374	197	1708	1447	261	9420	7799	1621	590804	7901	3	4.59	5.41	2990528.5	509	577	1086	0.57	23	0.42	0.01	8.7
11/10/2019	23:07	3376	1	22	50	0	0.25	20.82	0.066	0.35	22.4	20.27	0.61	0.554	0.544	3109	1367	116	3037	1336	114	0.977	15.614	6.866	0.584	3057	1588	1281	307	1469	1037	432	67	1003	769	234	2054	1549	505	593414	2610	1	4.69	5.41	2991231.8	0	0	0	0	0	0	-	0
11/10/2019	23:46	3376	1	22	50	0	0.25	20.81	0.067	0.35	22.3	20.47	0.397	0.339	0.331	1911	840	71	1856	816	69	0.971	9.584	4.215	0.358	7249	4095	3148	947	3154	2469	685	83	3222	2443	779	4027	3174	853	599005	5591	2	4.7	5.73	2992426.3	0	0	0	0	0	0	-	0
11/11/2019	00:25	3376	1	22	50	0	0.25	20.82	0.066	0.35	22.3	20.34	0.536	0.482	0.469	2724	1198	102	2633	1158	98	0.966	13.648	6.002	0.51	1587	134	76	58	1453	1076	377	0	0	0	0	1587	1152	435	600676	1671	1	4.7	5.74	2993421.8	0	0	0	0	0	0	-	0
11/11/2019	01:04	3376	1	22.1	49	0	0.25	20.81	0.068	0.35	22.4	20.46	0.424	0.349	0.356	1944	855	73	1996	878	75	1.027	9.867	4.339	0.369	9746	4364	3560	804	5382	4407	975	178	2010	1659	351	7736	6308	1428	606058	5382	2	4.7	5.91	2994352.8	611	746	1357	0.82	21	0.34	0.01	14.6
11/11/2019	01:43	3376	1	22.1	51	0	0.25	20.81	0.068	0.35	22.4	20.34	0.537	0.472	0.469	2645	1163	99	2621	1153	98	0.991	13.321	5.858	0.498	6801	3553	2782	771	3248	2473	775	131	1531	1246	285	5270	4009	1261	612544	6486	3	5.02	6.04	2995702.3	34	68	102	0.06	3	0.21	0	1.8
