Date	Time	Animal	Box	TempC	HumC	LightC	S.Flow	Ref.O2	Ref.CO2	Flow	Temp	O2	CO2	dO2	dCO2	VO2(1)	VO2(2)	VO2(3)	VCO2(1)	VCO2(2)	VCO2(3)	RER	H(1)	H(2)	H(3)	XT+YT	XT	XA	XF	YT	YA	YF	Z	CenT	CenA	CenF	PerT	PerA	PerF	DistK	DistD	Speed	Drink	Feed	Weight	Right	Left	SumR+L	SumTime	SumRuns	MaxSpeed	AvgSpeed	MaxLen
11/15/2019	02:34	3509	10	22	50	0	0.25	20.8	0.069	0.35	21.5	20.37	0.499	0.431	0.43	2647	1138	91	2638	1134	90	0.997	13.35	5.741	0.457	7447	5493	4514	979	1954	1329	625	19	2668	2211	457	4779	3632	1147	677319	4180	2	23.14	22.41	2826037.3	0	0	0	0	0	0	-	0
11/15/2019	03:13	3509	10	22	50	0	0.25	20.8	0.068	0.35	21.5	20.44	0.415	0.359	0.347	2218	954	76	2124	913	73	0.957	11.091	4.769	0.379	5451	3527	2991	536	1924	1285	639	62	1425	1215	210	4026	3061	965	682805	5486	2	23.33	22.53	2825892.3	0	0	0	0	0	0	-	0
11/15/2019	03:52	3509	10	22	50	0	0.25	20.8	0.068	0.35	21.5	20.46	0.408	0.339	0.34	2076	893	71	2088	898	71	1.006	10.491	4.511	0.359	3625	3292	2778	514	333	166	167	110	1789	1552	237	1836	1392	444	684318	1513	1	23.35	22.76	2825553.8	0	34	34	0.03	1	0.21	0	1.7
11/15/2019	04:31	3509	10	22	49	0	0.25	20.8	0.068	0.35	21.5	20.51	0.339	0.287	0.271	1789	770	61	1663	715	57	0.929	8.891	3.824	0.304	1630	1630	1203	427	0	0	0	0	960	735	225	670	468	202	684809	491	0	23.35	23.02	2825183	0	0	0	0	0	0	-	0
11/15/2019	05:10	3509	10	22	51	0	0.25	20.8	0.066	0.35	21.5	20.5	0.361	0.298	0.294	1826	785	62	1799	774	62	0.985	9.188	3.951	0.314	237	237	196	41	0	0	0	3	131	106	25	106	90	16	685009	200	0	23.48	23.02	2824893.3	0	0	0	0	0	0	-	0
11/15/2019	05:49	3509	10	22	51	0	0.25	20.8	0.065	0.35	21.5	20.44	0.418	0.359	0.353	2209	950	76	2160	929	74	0.978	11.096	4.772	0.379	4339	3915	3317	598	424	282	142	126	2017	1754	263	2322	1845	477	686685	1676	1	23.63	23.27	2824621.8	0	34	34	0.01	1	0.19	0	0.9
11/15/2019	06:28	3509	10	21.9	49	0	0.25	20.8	0.065	0.35	21.5	20.53	0.322	0.267	0.256	1652	710	56	1570	675	54	0.951	8.246	3.546	0.282	965	0	0	0	965	803	162	0	0	0	0	965	803	162	687614	929	0	23.63	23.37	2824273	0	0	0	0	0	0	-	0
11/15/2019	07:07	3509	10	22	50	0	0.25	20.8	0.065	0.35	21.5	20.46	0.395	0.339	0.33	2088	898	71	2019	868	69	0.967	10.46	4.498	0.358	4785	3818	3135	683	967	691	276	43	1818	1534	284	2967	2292	675	689964	2350	1	24.12	23.63	2824149.5	0	0	0	0	0	0	-	0
11/15/2019	07:46	3509	10	22	50	0	0.25	20.8	0.065	0.35	21.5	20.42	0.441	0.38	0.376	2327	1001	80	2296	987	79	0.987	11.712	5.037	0.401	3578	2152	1641	511	1426	943	483	45	930	786	144	2648	1798	850	696762	6798	3	24.47	23.88	2823840.8	0	0	0	0	0	0	-	0
11/15/2019	08:25	3509	10	21.9	50	89	0.25	20.8	0.067	0.35	21.4	20.49	0.371	0.308	0.305	1892	814	65	1869	804	64	0.988	9.525	4.096	0.326	7691	6325	5165	1160	1366	932	434	185	3350	2750	600	4341	3347	994	701921	5158	2	24.47	23.94	2823638	34	0	34	0.02	1	0.17	0	1
11/15/2019	09:04	3509	10	22	50	89	0.25	20.8	0.066	0.35	21.4	20.56	0.294	0.236	0.228	1458	627	50	1394	600	48	0.956	7.289	3.134	0.249	830	613	396	217	217	35	182	10	289	200	89	541	231	310	703031	1111	0	24.47	23.94	2823444	0	0	0	0	0	0	-	0
11/15/2019	09:43	3509	10	22	50	89	0.25	20.82	0.064	0.35	21.3	20.58	0.287	0.236	0.223	1469	632	50	1368	588	47	0.932	7.301	3.14	0.25	7413	7181	6331	850	232	147	85	21	1611	1399	212	5802	5079	723	712928	9896	4	24.48	24.15	2823316.8	0	0	0	0	0	0	-	0
11/15/2019	10:22	3509	10	22	50	89	0.25	20.83	0.061	0.35	21.3	20.58	0.276	0.246	0.216	1559	670	53	1322	569	45	0.848	7.607	3.271	0.26	9242	9242	8310	932	0	0	0	0	729	656	73	8513	7654	859	729554	16627	7	24.49	24.16	2823096.8	0	0	0	0	0	0	-	0
11/15/2019	11:01	3509	10	22	50	89	0.25	20.83	0.058	0.35	21.3	20.42	0.436	0.41	0.378	2566	1104	88	2314	995	79	0.902	12.672	5.449	0.433	8946	7956	6849	1107	990	740	250	61	2436	1984	452	6510	5605	905	741583	12028	5	24.67	24.37	2822947.5	0	34	34	0.02	1	0.17	0	1
11/15/2019	11:40	3509	10	22	50	89	0.25	20.83	0.058	0.35	21.3	20.6	0.279	0.236	0.222	1472	633	50	1360	585	47	0.924	7.305	3.141	0.25	3730	3670	3200	470	60	21	39	0	3670	3200	470	60	21	39	750732	9150	4	24.67	24.37	2822692.8	0	0	0	0	0	0	-	0
11/15/2019	12:19	3509	10	22.1	51	89	0.25	20.83	0.057	0.35	21.3	20.58	0.282	0.246	0.225	1547	665	53	1383	595	47	0.894	7.624	3.279	0.261	2713	2556	2062	494	157	54	103	0	2561	2058	503	152	58	94	757245	6513	3	24.67	24.37	2822526.5	0	0	0	0	0	0	-	0
11/15/2019	12:58	3509	10	22	50	89	0.25	20.83	0.055	0.35	21.3	20.53	0.324	0.298	0.269	1868	803	64	1647	708	56	0.882	9.182	3.949	0.314	5208	4208	3276	932	1000	709	291	19	3123	2332	791	2085	1653	432	761261	4016	2	24.84	24.45	2822489.3	0	0	0	0	0	0	-	0
11/15/2019	13:37	3509	10	22	51	89	0.25	20.84	0.056	0.35	21.3	20.58	0.289	0.257	0.233	1613	694	55	1432	616	49	0.888	7.941	3.415	0.272	4115	3849	3297	552	266	115	151	0	3921	3263	658	194	149	45	764978	3717	2	24.84	24.45	2822273.3	0	0	0	0	0	0	-	0
11/15/2019	14:16	3509	10	22	49	89	0.25	20.84	0.055	0.35	21.3	20.61	0.261	0.236	0.206	1498	644	51	1267	545	43	0.846	7.304	3.141	0.25	5301	5020	4583	437	281	18	263	0	5298	4598	700	3	3	0	772124	7146	3	24.84	24.45	2822113	0	0	0	0	0	0	-	0
11/15/2019	14:55	3509	10	22.1	52	89	0.25	20.85	0.054	0.35	21.3	20.62	0.247	0.236	0.194	1513	651	52	1185	510	41	0.783	7.274	3.128	0.249	1605	953	593	360	652	242	410	0	1605	835	770	0	0	0	775650	3526	2	24.86	24.45	2822074.3	0	0	0	0	0	0	-	0
11/08/2019	20:25	3326	11	22	52	0	0.25	20.81	0.066	0.35	21.3	20.39	0.399	0.421	0.334	2627	1139	93	1975	857	70	0.752	12.536	5.438	0.444	13469	9895	8717	1178	3574	2963	611	1027	7286	6347	939	6183	5333	850	6757	6757	3	0	0.02	2363376.3	543	2613	3155	1.55	81	0.34	0.2	2.9
11/08/2019	21:04	3326	11	22	51	0	0.25	20.82	0.066	0.35	21.3	20.46	0.348	0.359	0.282	2250	976	80	1671	725	59	0.743	10.715	4.648	0.379	9350	6639	5673	966	2711	2152	559	687	4677	3967	710	4673	3858	815	11288	4531	2	0	0.07	2364864	882	2680	3563	1.77	91	0.34	0.11	5.5
11/08/2019	21:43	3326	11	22	50	0	0.25	20.83	0.067	0.35	21.3	20.43	0.382	0.4	0.315	2499	1084	88	1861	807	66	0.745	11.907	5.165	0.422	8810	6273	5257	1016	2537	2019	518	808	3512	2882	630	5298	4394	904	16937	5649	2	0	0.11	2365504	645	2341	2986	1.44	80	0.42	0.06	7.6
11/08/2019	22:22	3326	11	22	50	0	0.25	20.83	0.067	0.35	21.4	20.48	0.341	0.349	0.274	2183	947	77	1620	703	57	0.742	10.396	4.509	0.368	7182	4690	3911	779	2492	1896	596	377	4391	3457	934	2791	2350	441	21303	4366	2	0	0.13	2365839.5	746	1900	2646	1.23	68	0.34	0.04	4.7
11/08/2019	23:01	3326	11	22	50	0	0.25	20.83	0.066	0.35	21.4	20.51	0.313	0.318	0.247	1996	866	71	1465	636	52	0.734	9.488	4.115	0.336	9375	6585	5563	1022	2790	2174	616	514	4721	3820	901	4654	3917	737	26380	5077	2	0	0.17	2365914.3	68	848	916	0.42	26	0.34	0.01	1.7
11/08/2019	23:40	3326	11	22	50	0	0.25	20.83	0.067	0.35	21.4	20.53	0.297	0.298	0.23	1866	809	66	1360	590	48	0.729	8.857	3.842	0.314	3263	2102	1785	317	1161	734	427	117	1849	1336	513	1414	1183	231	28329	1949	1	0	0.17	2365943	34	102	136	0.09	3	0.24	0	2.8
11/09/2019	00:19	3326	11	22.1	51	0	0.25	20.83	0.068	0.35	21.4	20.5	0.316	0.328	0.248	2068	897	73	1469	637	52	0.711	9.773	4.239	0.346	5075	3650	3106	544	1425	1181	244	374	2400	2037	363	2675	2250	425	30980	2651	1	0	0.17	2365876	339	848	1188	0.52	34	0.42	0.02	1.8
11/09/2019	00:58	3326	11	22	50	0	0.25	20.83	0.067	0.35	21.4	20.56	0.268	0.267	0.2	1687	732	60	1187	515	42	0.704	7.962	3.454	0.282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30980	0	0	0	0.17	2365682.3	0	0	0	0	0	0	-	0
11/09/2019	01:37	3326	11	21.9	49	0	0.25	20.83	0.067	0.35	21.5	20.56	0.27	0.267	0.203	1679	728	59	1204	522	43	0.717	7.949	3.448	0.281	20	0	0	0	20	16	4	0	0	0	0	20	16	4	30993	13	0	0	0.17	2365699.8	0	0	0	0	0	0	-	0
11/09/2019	02:16	3326	11	22	50	0	0.25	20.83	0.067	0.35	21.4	20.41	0.394	0.421	0.327	2634	1142	93	1932	838	68	0.734	12.516	5.429	0.443	8579	5944	4876	1068	2635	1981	654	318	4003	3149	854	4576	3708	868	35697	4704	2	0	0.17	2365815.8	102	679	780	0.35	22	0.34	0.01	1.7
11/09/2019	02:55	3326	11	22	50	0	0.25	20.83	0.068	0.35	21.4	20.64	0.211	0.195	0.143	1235	536	44	845	367	30	0.685	5.802	2.517	0.205	2087	1273	1032	241	814	503	311	52	657	579	78	1430	956	474	37341	1643	1	0	0.17	2366168.3	136	373	509	0.21	15	0.28	0.01	1
11/09/2019	03:34	3326	11	22	49	0	0.25	20.83	0.068	0.35	21.4	20.49	0.331	0.339	0.262	2126	922	75	1555	675	55	0.732	10.098	4.38	0.357	7524	5121	4312	809	2403	1818	585	370	3066	2549	517	4458	3581	877	41710	4370	2	0	0.17	2366216.3	305	204	509	0.27	11	0.34	0.01	5.2
11/09/2019	04:13	3326	11	22.1	51	0	0.25	20.83	0.067	0.35	21.4	20.44	0.364	0.39	0.297	2448	1062	87	1756	762	62	0.717	11.591	5.028	0.41	2872	1955	1625	330	917	721	196	147	1491	1238	253	1381	1108	273	43085	1375	1	0	0.17	2366523.8	68	170	238	0.11	7	0.34	0	1.6
11/09/2019	04:52	3326	11	22	49	0	0.25	20.83	0.065	0.35	21.5	20.58	0.242	0.246	0.177	1567	680	55	1049	455	37	0.67	7.335	3.182	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43085	0	0	0	0.17	2366182	0	0	0	0	0	0	-	0
11/09/2019	05:31	3326	11	22	51	0	0.25	20.83	0.064	0.35	21.4	20.56	0.273	0.267	0.208	1672	725	59	1235	536	44	0.739	7.955	3.451	0.282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43085	0	0	0	0.17	2366141	0	0	0	0	0	0	-	0
11/09/2019	06:10	3326	11	22	50	0	0.25	20.83	0.064	0.35	21.5	20.56	0.256	0.267	0.192	1696	735	60	1136	493	40	0.67	7.939	3.443	0.281	419	197	174	23	222	175	47	3	165	142	23	254	207	47	43283	198	0	0	0.17	2366142.3	0	0	0	0	0	0	-	0
11/09/2019	06:49	3326	11	22	50	0	0.25	20.83	0.064	0.35	21.4	20.53	0.294	0.298	0.23	1867	810	66	1363	591	48	0.73	8.866	3.846	0.314	7249	4908	4103	805	2341	1764	577	382	3477	2831	646	3772	3036	736	47545	4262	2	0	0.17	2366340.8	305	339	645	0.29	18	0.34	0.01	2.6
11/09/2019	07:28	3326	11	22	50	0	0.25	20.83	0.065	0.35	21.4	20.51	0.305	0.318	0.24	2005	870	71	1419	616	50	0.708	9.471	4.108	0.335	4736	3375	2708	667	1361	1002	359	351	1995	1531	464	2741	2179	562	50858	3313	1	0	0.17	2366810	238	780	1018	0.6	20	0.35	0.01	9.3
11/09/2019	08:07	3326	11	22	50	89	0.25	20.83	0.065	0.35	21.4	20.55	0.268	0.277	0.203	1753	760	62	1199	520	42	0.684	8.233	3.571	0.291	2124	1427	1145	282	697	534	163	4	1003	783	220	1121	896	225	53298	2440	1	0	0.17	2366671.5	0	0	0	0	0	0	-	0
11/09/2019	08:46	3326	11	22	50	89	0.25	20.83	0.064	0.35	21.4	20.46	0.336	0.369	0.271	2338	1014	83	1606	697	57	0.687	10.989	4.766	0.389	7284	4935	4070	865	2349	1804	545	555	3254	2599	655	4030	3275	755	57280	3982	2	0	0.17	2366442.5	577	373	950	0.46	24	0.34	0.01	4.9
11/09/2019	09:25	3326	11	22.1	51	89	0.25	20.83	0.063	0.35	21.4	20.49	0.317	0.339	0.254	2140	928	76	1506	653	53	0.704	10.1	4.381	0.358	2875	1935	1587	348	940	740	200	96	1273	1051	222	1602	1276	326	59323	2043	1	0	0.17	2366255	0	0	0	0	0	0	-	0
11/09/2019	10:04	3326	11	22	51	89	0.25	20.83	0.062	0.35	21.4	20.58	0.241	0.246	0.179	1561	677	55	1061	460	38	0.68	7.326	3.178	0.259	1	0	0	0	1	1	0	0	0	0	0	1	1	0	59323	0	0	0	0.17	2365888.8	0	0	0	0	0	0	-	0
11/09/2019	10:43	3326	11	22	49	89	0.25	20.83	0.063	0.35	21.4	20.58	0.248	0.246	0.185	1552	673	55	1095	475	39	0.705	7.329	3.179	0.259	953	341	299	42	612	397	215	17	224	201	23	729	495	234	59688	365	0	0	0.17	2365505.5	34	68	102	0.04	3	0.28	0	0.9
11/09/2019	11:22	3326	11	22	50	89	0.25	20.83	0.06	0.35	21.4	20.58	0.243	0.246	0.183	1559	676	55	1086	471	38	0.697	7.346	3.186	0.26	4805	2983	2340	643	1822	1403	419	255	1850	1380	470	2955	2363	592	62575	2887	1	0	0.17	2365702.3	238	204	441	0.21	11	0.28	0	2.4
11/09/2019	12:01	3326	11	22	50	89	0.25	20.83	0.058	0.35	21.4	20.6	0.231	0.236	0.173	1492	647	53	1022	444	36	0.685	7.012	3.041	0.248	101	101	26	75	0	0	0	0	86	18	68	15	8	7	63259	684	0	0	0.17	2365541.5	0	0	0	0	0	0	-	0
11/09/2019	12:40	3326	11	22	50	89	0.25	20.83	0.057	0.35	21.3	20.61	0.233	0.226	0.176	1415	614	50	1041	451	37	0.736	6.726	2.918	0.238	83	83	17	66	0	0	0	0	78	14	64	5	3	2	63774	514	0	0	0.17	2365258.8	0	0	0	0	0	0	-	0
11/09/2019	13:19	3326	11	22	50	89	0.25	20.83	0.056	0.35	21.4	20.56	0.255	0.267	0.199	1687	732	60	1182	513	42	0.701	7.956	3.451	0.282	696	25	23	2	671	392	279	0	32	27	5	664	388	276	65988	2214	1	0	0.17	2365208.3	0	0	0	0	0	0	-	0
11/09/2019	13:58	3326	11	22	50	89	0.25	20.83	0.055	0.35	21.4	20.58	0.251	0.246	0.195	1537	666	54	1157	502	41	0.753	7.335	3.182	0.26	1191	57	44	13	1134	882	252	0	50	45	5	1141	881	260	67727	1739	1	0	0.17	2364892.5	0	0	0	0	0	0	-	0
11/09/2019	14:37	3326	11	22.1	50	89	0.25	20.83	0.055	0.35	21.4	20.62	0.22	0.215	0.165	1355	588	48	978	424	35	0.722	6.42	2.785	0.227	1	0	0	0	1	0	1	0	0	0	0	1	0	1	67729	2	0	0	0.17	2364438.5	0	0	0	0	0	0	-	0
11/09/2019	15:16	3326	11	22	50	89	0.25	20.83	0.054	0.35	21.4	20.52	0.295	0.308	0.241	1923	834	68	1423	617	50	0.74	9.154	3.971	0.324	3237	1796	1537	259	1441	1081	360	118	913	778	135	2324	1840	484	69684	1955	1	0	0.17	2364510.8	68	102	170	0.08	5	0.28	0	1.7
11/09/2019	15:55	3326	11	22	51	89	0.25	20.83	0.054	0.35	21.4	20.58	0.239	0.246	0.185	1552	673	55	1093	474	39	0.705	7.325	3.177	0.259	538	379	226	153	159	68	91	0	126	117	9	412	177	235	74207	4523	2	0	0.17	2364528.5	0	0	0	0	0	0	-	0
11/09/2019	16:34	3326	11	22	50	89	0.25	20.83	0.055	0.35	21.3	20.56	0.265	0.267	0.21	1675	726	59	1247	541	44	0.745	7.98	3.461	0.282	157	106	40	66	51	4	47	0	0	0	0	157	44	113	75608	1401	1	0	0.17	2364321.3	0	0	0	0	0	0	-	0
11/09/2019	17:13	3326	11	22	49	89	0.25	20.83	0.055	0.35	21.3	20.52	0.287	0.308	0.233	1945	844	69	1381	599	49	0.71	9.194	3.988	0.325	246	245	114	131	1	1	0	0	0	0	0	246	115	131	77141	1534	1	0	0.17	2364197	0	0	0	0	0	0	-	0
11/09/2019	17:52	3326	11	22	50	89	0.25	20.83	0.055	0.35	21.3	20.58	0.238	0.246	0.184	1561	677	55	1090	473	39	0.698	7.356	3.191	0.26	1760	664	453	211	1096	784	312	0	436	333	103	1324	904	420	79254	2113	1	0	0.17	2364071.5	0	0	0	0	0	0	-	0
11/09/2019	18:31	3326	11	22	50	89	0.25	20.83	0.055	0.35	21.3	20.58	0.234	0.246	0.179	1565	679	55	1059	459	37	0.677	7.338	3.183	0.26	717	178	78	100	539	294	245	0	147	54	93	570	318	252	80902	1647	1	0	0.17	2363742.3	0	0	0	0	0	0	-	0
11/09/2019	19:10	3326	11	22.2	49	89	0.25	20.83	0.056	0.35	21.6	20.47	0.326	0.359	0.27	2264	982	80	1597	693	57	0.706	10.688	4.636	0.378	3506	2546	2025	521	960	682	278	118	1644	1253	391	1862	1454	408	83053	2151	1	0.21	0.17	2363632.3	136	611	746	0.34	21	0.34	0.01	2.2
11/09/2019	19:49	3326	11	22	49	89	0.25	20.83	0.057	0.35	21.5	20.51	0.299	0.318	0.242	2004	869	71	1433	622	51	0.715	9.481	4.113	0.336	5902	4281	3164	1117	1621	1093	528	20	2864	2051	813	3038	2206	832	86161	3108	1	0.59	0.18	2364349.8	34	339	373	0.19	11	0.24	0	1.7
11/09/2019	20:28	3326	11	22	52	0	0.25	20.83	0.059	0.35	21.5	20.47	0.329	0.359	0.271	2270	984	80	1606	697	57	0.707	10.721	4.65	0.38	6708	4168	2959	1209	2540	1802	738	58	3011	2075	936	3697	2686	1011	90174	4013	2	1.2	0.27	2363996.5	170	339	509	0.25	14	0.24	0	2.9
11/09/2019	21:07	3326	11	22	54	0	0.25	20.82	0.062	0.35	21.5	20.44	0.373	0.38	0.311	2356	1022	83	1839	798	65	0.78	11.319	4.91	0.401	6736	4456	3426	1030	2280	1572	708	173	4040	2937	1103	2696	2061	635	94111	3937	2	1.71	0.4	2363790	102	1086	1188	0.58	30	0.34	0.01	5.8
11/09/2019	21:46	3326	11	22	50	0	0.25	20.82	0.066	0.35	21.5	20.51	0.312	0.308	0.246	1921	833	68	1454	631	51	0.757	9.179	3.982	0.325	7220	4778	3637	1141	2442	1713	729	78	3268	2455	813	3952	2895	1057	98452	4341	2	1.71	0.4	2363531.8	102	475	577	0.29	15	0.24	0.01	2.8
11/09/2019	22:25	3326	11	22.1	50	0	0.25	20.83	0.066	0.35	21.5	20.54	0.28	0.287	0.214	1814	787	64	1267	550	45	0.699	8.549	3.708	0.303	269	120	73	47	149	109	40	0	125	76	49	144	106	38	98655	203	0	1.71	0.4	2362889	0	0	0	0	0	0	-	0
11/09/2019	23:04	3326	11	22	50	0	0.25	20.83	0.065	0.35	21.5	20.49	0.339	0.339	0.274	2108	914	75	1625	705	58	0.771	10.104	4.383	0.358	3491	2186	1660	526	1305	909	396	95	1378	1057	321	2113	1512	601	100560	1905	1	1.84	0.45	2362238.3	0	204	204	0.09	6	0.19	0	1
11/09/2019	23:43	3326	11	22	50	0	0.25	20.83	0.066	0.35	21.5	20.46	0.379	0.369	0.313	2273	986	80	1855	804	66	0.816	11.009	4.775	0.39	7121	4990	3859	1131	2131	1337	794	199	3050	2317	733	4071	2879	1192	104789	4229	2	2.24	0.76	2362292	170	170	339	0.13	10	0.34	0	1
11/10/2019	00:22	3326	11	22	50	0	0.25	20.83	0.066	0.35	21.5	20.53	0.312	0.298	0.246	1849	802	65	1459	633	52	0.789	8.899	3.86	0.315	2967	249	193	56	2718	1928	790	0	213	160	53	2754	1961	793	107325	2536	1	2.24	0.76	2361954.5	0	0	0	0	0	0	-	0
11/10/2019	01:01	3326	11	22	50	0	0.25	20.83	0.066	0.35	21.5	20.56	0.285	0.267	0.218	1658	719	59	1296	562	46	0.781	7.969	3.457	0.282	2051	0	0	0	2051	1648	403	0	0	0	0	2051	1648	403	109028	1703	1	2.29	0.76	2361325.8	0	0	0	0	0	0	-	0
11/10/2019	01:40	3326	11	22	50	0	0.25	20.83	0.067	0.35	21.5	20.47	0.36	0.359	0.293	2232	968	79	1740	755	62	0.779	10.722	4.651	0.38	3491	1530	1142	388	1961	1340	621	114	876	665	211	2615	1817	798	111577	2549	1	2.54	0.9	2361117.3	34	238	271	0.13	7	0.24	0	2.6
11/10/2019	02:19	3326	11	22.1	50	0	0.25	20.83	0.067	0.35	21.5	20.46	0.39	0.369	0.324	2263	982	80	1920	833	68	0.848	11.041	4.789	0.391	6193	3626	2812	814	2567	1791	776	501	2242	1725	517	3951	2878	1073	115569	3993	2	2.82	1.1	2361076.8	441	509	950	0.45	25	0.34	0.01	4.7
11/10/2019	02:58	3326	11	22	50	0	0.25	20.83	0.067	0.35	21.5	20.45	0.399	0.38	0.333	2325	1008	82	1972	855	70	0.848	11.343	4.92	0.402	4127	1854	1503	351	2273	1542	731	162	1142	943	199	2985	2102	883	118436	2866	1	3	1.18	2361214.3	204	271	475	0.26	12	0.28	0	2.6
11/10/2019	03:37	3326	11	22	50	0	0.25	20.83	0.066	0.35	21.5	20.53	0.301	0.298	0.235	1863	808	66	1392	604	49	0.747	8.88	3.852	0.314	165	0	0	0	165	96	69	0	0	0	0	165	96	69	118668	232	0	3.03	1.18	2360274.3	0	0	0	0	0	0	-	0
11/10/2019	04:16	3326	11	22	50	0	0.25	20.83	0.066	0.35	21.5	20.46	0.386	0.369	0.32	2266	983	80	1896	822	67	0.837	11.028	4.784	0.39	8263	6031	5023	1008	2232	1714	518	317	4071	3260	811	4192	3477	715	123563	4895	2	3.31	1.43	2360067.8	271	373	645	0.29	18	0.28	0	2.2
11/10/2019	04:55	3326	11	22	50	0	0.25	20.83	0.065	0.35	21.5	20.46	0.402	0.369	0.336	2237	970	79	1991	863	70	0.89	11.019	4.779	0.39	4762	2872	1992	880	1890	1086	804	11	2427	1580	847	2335	1498	837	126980	3417	1	3.49	1.59	2359986.5	34	102	136	0.06	4	0.24	0	1
11/10/2019	05:34	3326	11	22	50	0	0.25	20.83	0.064	0.35	21.5	20.44	0.416	0.39	0.351	2372	1029	84	2084	904	74	0.878	11.655	5.055	0.413	7009	4741	3734	1007	2268	1557	711	354	4142	3070	1072	2867	2221	646	130814	3834	2	3.9	1.78	2359823.8	68	271	339	0.16	10	0.28	0	1.4
11/10/2019	06:13	3326	11	22.1	50	0	0.25	20.83	0.063	0.35	21.5	20.46	0.389	0.369	0.326	2258	979	80	1936	840	69	0.858	11.039	4.788	0.391	7236	4837	3703	1134	2399	1585	814	27	5680	4101	1579	1556	1187	369	136525	5711	2	4.04	1.89	2359587.5	0	0	0	0	0	0	-	0
11/10/2019	06:52	3326	11	21.9	49	0	0.25	20.83	0.063	0.35	21.5	20.44	0.41	0.39	0.347	2381	1033	84	2061	894	73	0.866	11.664	5.059	0.413	11454	8375	6881	1494	3079	2262	817	317	6300	4966	1334	5154	4177	977	141822	5297	2	4.3	2.07	2359045.8	373	204	577	0.26	16	0.34	0	1.9
11/10/2019	07:31	3326	11	22	50	0	0.25	20.83	0.064	0.35	21.5	20.39	0.45	0.441	0.386	2697	1170	95	2284	991	81	0.847	13.155	5.706	0.466	7493	4837	3929	908	2656	2009	647	189	3437	2726	711	4056	3212	844	145396	3574	2	4.31	2.22	2358528.8	204	102	305	0.12	9	0.34	0	1
11/10/2019	08:10	3326	11	22.1	50	89	0.25	20.82	0.064	0.35	21.5	20.52	0.323	0.298	0.259	1823	791	65	1532	665	54	0.841	8.879	3.851	0.314	2612	1225	1035	190	1387	1041	346	0	933	782	151	1679	1294	385	146812	1416	1	4.31	2.22	2357824.3	0	0	0	0	0	0	-	0
11/10/2019	08:49	3326	11	22	50	89	0.25	20.82	0.064	0.35	21.5	20.58	0.27	0.236	0.205	1442	625	51	1213	526	43	0.841	7.025	3.047	0.249	1301	0	0	0	1301	1108	193	0	0	0	0	1301	1108	193	148159	1347	1	4.37	2.22	2356853	0	0	0	0	0	0	-	0
11/10/2019	09:28	3326	11	22	50	89	0.25	20.83	0.062	0.35	21.5	20.44	0.407	0.39	0.345	2376	1031	84	2041	885	72	0.859	11.622	5.041	0.411	5187	3362	2770	592	1825	1377	448	99	2440	1957	483	2747	2190	557	150544	2385	1	4.52	2.29	2356255.8	34	102	136	0.06	4	0.21	0	1
11/10/2019	10:07	3326	11	22	49	89	0.25	20.83	0.06	0.35	21.5	20.51	0.333	0.318	0.274	1953	847	69	1620	703	57	0.83	9.488	4.116	0.336	3685	581	419	162	3104	2228	876	0	684	447	237	3001	2200	801	153214	2670	1	4.58	2.4	2355870.3	0	0	0	0	0	0	-	0
11/10/2019	10:46	3326	11	22	49	89	0.25	20.82	0.063	0.35	21.5	20.58	0.277	0.236	0.214	1436	623	51	1270	551	45	0.885	7.066	3.065	0.25	38	0	0	0	38	15	23	0	0	0	0	38	15	23	153238	24	0	4.59	2.4	2355121.8	0	0	0	0	0	0	-	0
11/10/2019	11:25	3326	11	22	51	89	0.25	20.83	0.06	0.35	21.5	20.56	0.296	0.267	0.236	1631	707	58	1398	606	49	0.857	7.973	3.458	0.282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153238	0	0	4.6	2.4	2354377.8	0	0	0	0	0	0	-	0
11/10/2019	12:04	3326	11	22	50	89	0.25	20.83	0.057	0.35	21.5	20.58	0.271	0.246	0.214	1509	654	53	1268	550	45	0.84	7.349	3.188	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153238	0	0	4.6	2.4	2353836.5	0	0	0	0	0	0	-	0
11/10/2019	12:43	3326	11	21.9	49	89	0.25	20.83	0.056	0.35	21.5	20.56	0.285	0.267	0.229	1640	711	58	1357	589	48	0.828	7.964	3.454	0.282	555	30	4	26	525	308	217	0	0	0	0	555	312	243	153742	504	0	4.6	2.4	2353522.8	0	0	0	0	0	0	-	0
11/10/2019	13:22	3326	11	22.1	50	89	0.25	20.83	0.056	0.35	21.4	20.56	0.289	0.267	0.233	1631	708	58	1380	598	49	0.846	7.955	3.45	0.282	85	60	9	51	25	11	14	0	0	0	0	85	20	65	154052	310	0	4.61	2.4	2352992	0	0	0	0	0	0	-	0
11/10/2019	14:01	3326	11	22	50	89	0.25	20.83	0.055	0.35	21.4	20.58	0.255	0.246	0.2	1530	664	54	1186	514	42	0.775	7.342	3.185	0.26	1394	56	8	48	1338	1086	252	0	0	0	0	1394	1094	300	155399	1347	1	4.61	2.4	2352502.5	0	0	0	0	0	0	-	0
