Date Time Animal Box TempC HumC LightC S.Flow Ref.O2 Ref.CO2 Flow Temp O2 CO2 dO2 dCO2 VO2.1. VO2.2. VO2.3. VCO2.1. VCO2.2. VCO2.3. RER H.1. H.2. H.3. XT.YT XT XA XF YT YA YF Z CenT CenA CenF PerT PerA PerF DistK DistD Speed Drink Feed Weight Right Left SumR.L SumTime SumRuns MaxSpeed AvgSpeed MaxLen TimePoint Phase Day Genotype WgStart DrinkT0 TareDrink FeedT0 TareFeed DistkT0 TareDistK CumXT.YT CumXT CumXA CumXF CumYT CumYA CumYF CumZ CumCenT CumCenA CumCenF CumPerT CumPerA CumPerF CumRight CumLeft CumSumR.L CumSumTime CumSumRuns
11/11/2019 00:25 3376 1 22 50 0 0.25 20.82 0.066 0.35 22.3 20.34 0.536 0.482 0.469 2724 1198 102 2633 1158 98 0.966 13.648 6.002 0.51 1587 134 76 58 1453 1076 377 0 0 0 0 1587 1152 435 600676 1671 1 4.7 5.74 2993421.8 0 0 0 0 0 0 NA 0 1 DARK 4 WT 37.4 4.7 0 5.74 0 600676 0 1587 134 76 58 1453 1076 377 0 0 0 0 1587 1152 435 0 0 0 0 0
11/11/2019 01:04 3376 1 22.1 49 0 0.25 20.81 0.068 0.35 22.4 20.46 0.424 0.349 0.356 1944 855 73 1996 878 75 1.027 9.867 4.339 0.369 9746 4364 3560 804 5382 4407 975 178 2010 1659 351 7736 6308 1428 606058 5382 2 4.7 5.91 2994352.8 611 746 1357 0.82 21 0.34 0.01 14.6 2 DARK 4 WT 37.4 4.7 0 5.74 0.17 600676 5382 11333 4498 3636 862 6835 5483 1352 178 2010 1659 351 9323 7460 1863 611 746 1357 0.82 21
11/11/2019 01:43 3376 1 22.1 51 0 0.25 20.81 0.068 0.35 22.4 20.34 0.537 0.472 0.469 2645 1163 99 2621 1153 98 0.991 13.321 5.858 0.498 6801 3553 2782 771 3248 2473 775 131 1531 1246 285 5270 4009 1261 612544 6486 3 5.02 6.04 2995702.3 34 68 102 0.06 3 0.21 0 1.8 3 DARK 4 WT 37.4 4.7 0.319999999999999 5.74 0.3 600676 11868 18134 8051 6418 1633 10083 7956 2127 309 3541 2905 636 14593 11469 3124 645 814 1459 0.88 24
11/11/2019 02:22 3376 1 22 50 0 0.25 20.81 0.068 0.35 22.4 20.4 0.469 0.41 0.401 2315 1018 87 2247 988 84 0.971 11.608 5.105 0.434 17766 9770 8030 1740 7996 6555 1441 342 4418 3764 654 13348 10821 2527 624717 12173 5 5.18 6.23 2997181.5 814 1425 2239 1.31 35 0.42 0.01 12.7 4 DARK 4 WT 37.4 4.7 0.48 5.74 0.49 600676 24041 35900 17821 14448 3373 18079 14511 3568 651 7959 6669 1290 27941 22290 5651 1459 2239 3698 2.19 59
11/11/2019 03:01 3376 1 22 50 0 0.25 20.81 0.068 0.35 22.4 20.38 0.494 0.431 0.425 2419 1064 90 2379 1046 89 0.984 12.164 5.349 0.455 5680 2113 1646 467 3567 2764 803 4 1223 993 230 4457 3417 1040 628655 3938 2 5.18 6.36 2998626.3 0 0 0 0 0 0 NA 0 5 DARK 4 WT 37.4 4.7 0.48 5.74 0.62 600676 27979 41580 19934 16094 3840 21646 17275 4371 655 9182 7662 1520 32398 25707 6691 1459 2239 3698 2.19 59
11/11/2019 03:40 3376 1 22 50 0 0.25 20.81 0.068 0.35 22.4 20.44 0.426 0.369 0.358 2089 919 78 2008 883 75 0.962 10.453 4.597 0.391 1023 135 4 131 888 634 254 0 0 0 0 1023 638 385 629619 965 0 5.18 6.36 2999300.3 0 0 0 0 0 0 NA 0 6 DARK 4 WT 37.4 4.7 0.48 5.74 0.62 600676 28943 42603 20069 16098 3971 22534 17909 4625 655 9182 7662 1520 33421 26345 7076 1459 2239 3698 2.19 59
11/11/2019 04:19 3376 1 22 50 0 0.25 20.81 0.066 0.35 22.4 20.51 0.35 0.298 0.283 1685 741 63 1584 696 59 0.94 8.393 3.691 0.314 8948 179 77 102 8769 7433 1336 0 0 0 0 8948 7510 1438 638603 8983 4 5.18 6.36 3000159.3 0 0 0 0 0 0 NA 0 7 DARK 4 WT 37.4 4.7 0.48 5.74 0.62 600676 37927 51551 20248 16175 4073 31303 25342 5961 655 9182 7662 1520 42369 33855 8514 1459 2239 3698 2.19 59
11/11/2019 04:58 3376 1 22 49 0 0.25 20.81 0.065 0.35 22.4 20.51 0.33 0.298 0.265 1713 753 64 1485 653 56 0.867 8.395 3.692 0.314 3497 1364 969 395 2133 1698 435 4 663 528 135 2834 2139 695 641518 2915 1 5.18 6.56 3001238.5 0 0 0 0 0 0 NA 0 8 DARK 4 WT 37.4 4.7 0.48 5.74 0.819999999999999 600676 40842 55048 21612 17144 4468 33436 27040 6396 659 9845 8190 1655 45203 35994 9209 1459 2239 3698 2.19 59
11/11/2019 05:37 3376 1 22 50 0 0.25 20.81 0.064 0.35 22.4 20.49 0.373 0.318 0.309 1795 790 67 1730 761 65 0.963 8.989 3.953 0.336 4281 250 82 168 4031 3158 873 0 0 0 0 4281 3240 1041 648820 7302 3 5.18 6.56 3002064.3 0 0 0 0 0 0 NA 0 9 DARK 4 WT 37.4 4.7 0.48 5.74 0.819999999999999 600676 48144 59329 21862 17226 4636 37467 30198 7269 659 9845 8190 1655 49484 39234 10250 1459 2239 3698 2.19 59
11/11/2019 06:16 3376 1 22 50 0 0.25 20.81 0.064 0.35 22.4 20.48 0.375 0.328 0.311 1861 818 70 1737 764 65 0.934 9.254 4.07 0.346 3503 912 675 237 2591 2081 510 0 311 264 47 3192 2492 700 650888 2067 1 5.18 6.65 3003001 0 0 0 0 0 0 NA 0 10 DARK 4 WT 37.4 4.7 0.48 5.74 0.91 600676 50212 62832 22774 17901 4873 40058 32279 7779 659 10156 8454 1702 52676 41726 10950 1459 2239 3698 2.19 59
11/11/2019 06:55 3376 1 22 50 0 0.25 20.81 0.064 0.35 22.4 20.46 0.386 0.349 0.321 1991 876 74 1797 790 67 0.903 9.835 4.325 0.368 3010 1354 1021 333 1656 1283 373 15 800 666 134 2210 1638 572 654257 3369 1 5.19 6.76 3004238 0 0 0 0 0 0 NA 0 11 DARK 4 WT 37.4 4.7 0.49 5.74 1.02 600676 53581 65842 24128 18922 5206 41714 33562 8152 674 10956 9120 1836 54886 43364 11522 1459 2239 3698 2.19 59
11/11/2019 07:34 3376 1 22 50 0 0.25 20.81 0.065 0.35 22.4 20.49 0.379 0.318 0.315 1785 785 67 1760 774 66 0.986 8.982 3.95 0.336 8687 298 172 126 8389 6974 1415 0 0 0 0 8687 7146 1541 659587 5330 2 5.19 6.76 3005033.5 0 0 0 0 0 0 NA 0 12 DARK 4 WT 37.4 4.7 0.49 5.74 1.02 600676 58911 74529 24426 19094 5332 50103 40536 9567 674 10956 9120 1836 63573 50510 13063 1459 2239 3698 2.19 59
11/11/2019 08:13 3376 1 22 49 89 0.25 20.81 0.065 0.35 22.4 20.49 0.358 0.318 0.293 1822 801 68 1642 722 61 0.901 8.996 3.956 0.336 12874 8281 6883 1398 4593 3701 892 348 4011 3256 755 8863 7328 1535 670736 11149 5 5.63 7.22 3006917.8 102 713 814 0.48 13 0.28 0 7.4 13 LIGHT 4 WT 37.4 4.7 0.93 5.74 1.48 600676 70060 87403 32707 25977 6730 54696 44237 10459 1022 14967 12376 2591 72436 57838 14598 1561 2952 4512 2.67 72
11/11/2019 08:52 3376 1 22 50 89 0.25 20.81 0.065 0.35 22.4 20.32 0.533 0.493 0.468 2797 1230 105 2625 1154 98 0.938 13.928 6.125 0.521 1519 204 8 196 1315 813 502 0 0 0 0 1519 821 698 679410 8674 4 5.63 7.22 3009026 0 0 0 0 0 0 NA 0 14 LIGHT 4 WT 37.4 4.7 0.93 5.74 1.48 600676 78734 88922 32911 25985 6926 56011 45050 10961 1022 14967 12376 2591 73955 58659 15296 1561 2952 4512 2.67 72
11/11/2019 09:31 3376 1 22 50 89 0.25 20.81 0.063 0.35 22.4 20.51 0.346 0.298 0.283 1694 745 63 1590 699 59 0.939 8.433 3.709 0.315 2409 39 0 39 2370 1730 640 0 0 0 0 2409 1730 679 685511 6101 3 5.63 7.22 3010202 0 0 0 0 0 0 NA 0 15 LIGHT 4 WT 37.4 4.7 0.93 5.74 1.48 600676 84835 91331 32950 25985 6965 58381 46780 11601 1022 14967 12376 2591 76364 60389 15975 1561 2952 4512 2.67 72
11/11/2019 10:10 3376 1 22 50 89 0.25 20.81 0.065 0.35 22.4 20.58 0.292 0.226 0.226 1263 555 47 1266 557 47 1.002 6.378 2.805 0.239 1613 85 38 47 1528 1041 487 0 0 0 0 1613 1079 534 688799 3288 1 5.63 7.22 3010991.5 0 0 0 0 0 0 NA 0 16 LIGHT 4 WT 37.4 4.7 0.93 5.74 1.48 600676 88123 92944 33035 26023 7012 59909 47821 12088 1022 14967 12376 2591 77977 61468 16509 1561 2952 4512 2.67 72
11/11/2019 10:49 3376 1 22 50 89 0.25 20.81 0.067 0.35 22.4 20.52 0.347 0.287 0.28 1619 712 61 1568 689 59 0.968 8.116 3.569 0.304 11351 4773 3906 867 6578 5251 1327 38 2996 2508 488 8355 6649 1706 699072 10272 4 5.63 7.23 3012397 0 0 0 0 0 0 NA 0 17 LIGHT 4 WT 37.4 4.7 0.93 5.74 1.49 600676 98396 104295 37808 29929 7879 66487 53072 13415 1060 17963 14884 3079 86332 68117 18215 1561 2952 4512 2.67 72
11/11/2019 11:28 3376 1 22 50 89 0.25 20.81 0.065 0.35 22.4 20.56 0.294 0.246 0.229 1404 617 52 1280 563 48 0.912 6.948 3.055 0.26 802 311 2 309 491 270 221 0 0 0 0 802 272 530 703184 4112 2 5.63 7.23 3013055.8 0 0 0 0 0 0 NA 0 18 LIGHT 4 WT 37.4 4.7 0.93 5.74 1.49 600676 102508 105097 38119 29931 8188 66978 53342 13636 1060 17963 14884 3079 87134 68389 18745 1561 2952 4512 2.67 72
11/11/2019 12:07 3376 1 22 50 89 0.25 20.82 0.062 0.35 22.4 20.58 0.256 0.236 0.193 1385 609 52 1083 476 41 0.782 6.657 2.927 0.249 1085 530 5 525 555 286 269 0 0 0 0 1085 291 794 712923 9739 4 5.63 7.23 3013472.8 0 0 0 0 0 0 NA 0 19 LIGHT 4 WT 37.4 4.7 0.93 5.74 1.49 600676 112247 106182 38649 29936 8713 67533 53628 13905 1060 17963 14884 3079 88219 68680 19539 1561 2952 4512 2.67 72
11/11/2019 12:46 3376 1 22 50 89 0.25 20.81 0.062 0.35 22.4 20.58 0.255 0.226 0.193 1312 577 49 1081 476 40 0.824 6.367 2.8 0.238 3691 645 8 637 3046 2567 479 0 0 0 0 3691 2575 1116 727902 14979 6 5.63 7.23 3013908.3 0 0 0 0 0 0 NA 0 20 LIGHT 4 WT 37.4 4.7 0.93 5.74 1.49 600676 127226 109873 39294 29944 9350 70579 56195 14384 1060 17963 14884 3079 91910 71255 20655 1561 2952 4512 2.67 72
11/11/2019 13:25 3376 1 21.9 50 89 0.25 20.82 0.06 0.35 22.4 20.58 0.254 0.236 0.194 1383 608 52 1086 478 41 0.785 6.651 2.925 0.249 4332 483 277 206 3849 3017 832 0 74 57 17 4258 3237 1021 750641 22739 10 5.63 7.3 3014526.3 0 0 0 0 0 0 NA 0 21 LIGHT 4 WT 37.4 4.7 0.93 5.74 1.56 600676 149965 114205 39777 30221 9556 74428 59212 15216 1060 18037 14941 3096 96168 74492 21676 1561 2952 4512 2.67 72
11/11/2019 14:04 3376 1 22.1 50 89 0.25 20.82 0.059 0.35 22.4 20.51 0.311 0.308 0.252 1804 793 67 1409 620 53 0.781 8.668 3.812 0.324 6053 1884 1510 374 4169 3119 1050 4 1244 1093 151 4809 3536 1273 754978 4338 2 5.63 7.31 3015437.5 0 0 0 0 0 0 NA 0 22 LIGHT 4 WT 37.4 4.7 0.93 5.74 1.57 600676 154302 120258 41661 31731 9930 78597 62331 16266 1064 19281 16034 3247 100977 78028 22949 1561 2952 4512 2.67 72
11/11/2019 14:43 3376 1 22 50 89 0.25 20.82 0.057 0.35 22.4 20.51 0.333 0.308 0.275 1777 781 66 1546 680 58 0.87 8.712 3.831 0.326 2410 227 52 175 2183 1731 452 0 0 0 0 2410 1783 627 758570 3592 2 5.63 7.31 3015712.5 0 0 0 0 0 0 NA 0 23 LIGHT 4 WT 37.4 4.7 0.93 5.74 1.57 600676 157894 122668 41888 31783 10105 80780 64062 16718 1064 19281 16034 3247 103387 79811 23576 1561 2952 4512 2.67 72
11/11/2019 15:22 3376 1 22 50 89 0.25 20.82 0.057 0.35 22.4 20.56 0.279 0.257 0.222 1492 656 56 1249 549 47 0.837 7.262 3.193 0.272 6911 5317 4991 326 1594 962 632 0 0 0 0 6911 5953 958 764846 6276 3 5.64 7.31 3015870.8 0 0 0 0 0 0 NA 0 24 LIGHT 4 WT 37.4 4.7 0.94 5.74 1.57 600676 164170 129579 47205 36774 10431 82374 65024 17350 1064 19281 16034 3247 110298 85764 24534 1561 2952 4512 2.67 72
11/11/2019 16:01 3376 1 22 50 89 0.25 20.81 0.058 0.35 22.4 20.52 0.312 0.287 0.254 1665 732 62 1428 628 53 0.858 8.141 3.58 0.304 5031 171 80 91 4860 4026 834 0 0 0 0 5031 4106 925 772074 7228 3 5.64 7.31 3016230.5 0 0 0 0 0 0 NA 0 25 LIGHT 4 WT 37.4 4.7 0.94 5.74 1.57 600676 171398 134610 47376 36854 10522 87234 69050 18184 1064 19281 16034 3247 115329 89870 25459 1561 2952 4512 2.67 72
11/11/2019 16:40 3376 1 22 50 89 0.25 20.81 0.057 0.35 22.4 20.56 0.275 0.246 0.218 1421 625 53 1217 535 46 0.857 6.945 3.054 0.26 13549 3839 3232 607 9710 8229 1481 61 2120 1778 342 11429 9683 1746 785970 13897 6 5.77 7.44 3017117.3 34 0 34 0.01 1 0.28 0 0.6 26 LIGHT 4 WT 37.4 4.7 1.07 5.74 1.7 600676 185294 148159 51215 40086 11129 96944 77279 19665 1125 21401 17812 3589 126758 99553 27205 1595 2952 4546 2.68 73
11/11/2019 17:19 3376 1 22 50 89 0.25 20.82 0.057 0.35 22.4 20.5 0.345 0.318 0.288 1825 803 68 1613 710 60 0.884 8.978 3.948 0.336 1641 90 6 84 1551 1064 487 0 0 0 0 1641 1070 571 790374 4403 2 5.78 7.44 3017310 0 0 0 0 0 0 NA 0 27 LIGHT 4 WT 37.4 4.7 1.08 5.74 1.7 600676 189698 149800 51305 40092 11213 98495 78343 20152 1125 21401 17812 3589 128399 100623 27776 1595 2952 4546 2.68 73
11/11/2019 17:58 3376 1 22 50 89 0.25 20.81 0.056 0.35 22.4 20.58 0.259 0.226 0.203 1298 571 49 1135 499 42 0.874 6.373 2.803 0.238 7263 139 56 83 7124 6087 1037 0 0 0 0 7263 6143 1120 795876 5503 2 5.78 7.44 3017553.8 0 0 0 0 0 0 NA 0 28 LIGHT 4 WT 37.4 4.7 1.08 5.74 1.7 600676 195200 157063 51444 40148 11296 105619 84430 21189 1125 21401 17812 3589 135662 106766 28896 1595 2952 4546 2.68 73
11/11/2019 18:37 3376 1 22 50 89 0.25 20.81 0.057 0.35 22.4 20.51 0.327 0.298 0.27 1704 749 64 1508 663 56 0.885 8.382 3.686 0.314 14670 69 12 57 14601 12968 1633 0 0 0 0 14670 12980 1690 805684 9808 4 5.78 7.44 3017800 0 0 0 0 0 0 NA 0 29 LIGHT 4 WT 37.4 4.7 1.08 5.74 1.7 600676 205008 171733 51513 40160 11353 120220 97398 22822 1125 21401 17812 3589 150332 119746 30586 1595 2952 4546 2.68 73
11/11/2019 19:16 3376 1 22 50 89 0.25 20.81 0.058 0.35 22.4 20.53 0.301 0.277 0.243 1606 706 60 1367 601 51 0.851 7.842 3.449 0.293 9760 3740 2960 780 6020 4832 1188 101 2284 1820 464 7476 5972 1504 811068 5384 2 6.06 7.68 3018620.3 34 102 136 0.06 3 0.34 0 1.6 30 LIGHT 4 WT 37.4 4.7 1.36 5.74 1.94 600676 210392 181493 55253 43120 12133 126240 102230 24010 1226 23685 19632 4053 157808 125718 32090 1629 3054 4682 2.74 76
11/11/2019 19:55 3376 1 22 50 89 0.25 20.81 0.059 0.35 22.4 20.44 0.416 0.369 0.357 2090 919 78 2002 880 75 0.958 10.449 4.595 0.391 2449 456 268 188 1993 1427 566 0 497 394 103 1952 1301 651 819836 8768 4 6.06 8.01 3019102.3 0 0 0 0 0 0 NA 0 31 LIGHT 4 WT 37.4 4.7 1.36 5.74 2.27 600676 219160 183942 55709 43388 12321 128233 103657 24576 1226 24182 20026 4156 159760 127019 32741 1629 3054 4682 2.74 76
11/11/2019 20:34 3376 1 22 50 0 0.25 20.81 0.061 0.35 22.4 20.32 0.523 0.493 0.462 2807 1234 105 2587 1138 97 0.922 13.923 6.123 0.521 12093 1480 1099 381 10613 8926 1687 34 871 710 161 11222 9315 1907 828068 8232 4 6.16 8.01 3018818.8 0 0 0 0 0 0 NA 0 32 DARK 4 WT 37.4 4.7 1.46 5.74 2.27 600676 227392 196035 57189 44487 12702 138846 112583 26263 1260 25053 20736 4317 170982 136334 34648 1629 3054 4682 2.74 76
11/11/2019 21:13 3376 1 22 49 0 0.25 20.81 0.065 0.35 22.4 20.44 0.425 0.369 0.36 2081 915 78 2016 886 75 0.969 10.431 4.587 0.39 9083 3655 2988 667 5428 4349 1079 172 2202 1809 393 6881 5528 1353 831873 3806 2 6.38 8.02 3018476.5 204 68 271 0.16 7 0.24 0 3.4 33 DARK 4 WT 37.4 4.7 1.68 5.74 2.28 600676 231197 205118 60844 47475 13369 144274 116932 27342 1432 27255 22545 4710 177863 141862 36001 1833 3122 4953 2.9 83
11/11/2019 21:52 3376 1 22 50 0 0.25 20.8 0.069 0.35 22.3 20.39 0.476 0.41 0.407 2301 1012 86 2280 1003 85 0.991 11.592 5.098 0.434 9283 3940 3336 604 5343 4443 900 199 1951 1656 295 7332 6123 1209 840989 9116 4 6.38 8.31 3018395 170 1188 1357 0.84 16 0.28 0.01 8 34 DARK 4 WT 37.4 4.7 1.68 5.74 2.57 600676 240313 214401 64784 50811 13973 149617 121375 28242 1631 29206 24201 5005 185195 147985 37210 2003 4310 6310 3.74 99
11/11/2019 22:31 3376 1 22 50 0 0.25 20.81 0.068 0.35 22.3 20.27 0.603 0.544 0.535 3059 1345 114 2995 1317 112 0.979 15.368 6.758 0.575 3760 1066 826 240 2694 2130 564 26 531 446 85 3229 2510 719 843725 2736 1 6.38 8.41 3018743 0 0 0 0 0 0 NA 0 35 DARK 4 WT 37.4 4.7 1.68 5.74 2.67 600676 243049 218161 65850 51637 14213 152311 123505 28806 1657 29737 24647 5090 188424 150495 37929 2003 4310 6310 3.74 99
11/11/2019 23:10 3376 1 22 50 0 0.25 20.81 0.068 0.35 22.3 20.46 0.399 0.349 0.331 1982 872 74 1854 815 69 0.935 9.861 4.336 0.369 9197 3066 2520 546 6131 5002 1129 159 1647 1358 289 7550 6164 1386 850517 6791 3 6.51 8.62 3019313 136 645 780 0.41 15 0.28 0 4.4 36 DARK 4 WT 37.4 4.7 1.81 5.74 2.88 600676 249841 227358 68916 54157 14759 158442 128507 29935 1816 31384 26005 5379 195974 156659 39315 2139 4955 7090 4.15 114
11/11/2019 23:49 3376 1 22 50 0 0.25 20.81 0.068 0.35 22.3 20.39 0.482 0.421 0.414 2371 1043 89 2320 1020 87 0.979 11.911 5.238 0.445 11687 3538 3020 518 8149 6703 1446 175 2323 1980 343 9364 7743 1621 858253 7737 3 6.7 8.76 3020022.8 34 848 882 0.53 13 0.34 0 5.4 37 DARK 4 WT 37.4 4.7 2 5.74 3.02 600676 257577 239045 72454 57177 15277 166591 135210 31381 1991 33707 27985 5722 205338 164402 40936 2173 5803 7972 4.68 127
11/12/2019 00:28 3376 1 22 50 0 0.25 20.81 0.068 0.35 22.3 20.39 0.48 0.421 0.411 2375 1044 89 2308 1015 86 0.972 11.91 5.238 0.445 9146 2135 1796 339 7011 5753 1258 148 1218 1039 179 7928 6510 1418 865760 7507 3 6.7 8.85 3020710 170 882 1052 0.58 16 0.34 0.01 10 38 DARK 5 WT 37.4 4.7 2 5.74 3.11 600676 265084 248191 74589 58973 15616 173602 140963 32639 2139 34925 29024 5901 213266 170912 42354 2343 6685 9024 5.26 143
11/12/2019 01:07 3376 1 22 50 0 0.25 20.81 0.069 0.35 22.3 20.37 0.51 0.441 0.441 2468 1085 92 2466 1084 92 0.999 12.453 5.476 0.466 5258 2271 1874 397 2987 2345 642 102 1135 920 215 4123 3299 824 870325 4564 2 6.7 8.99 3021646.5 0 475 475 0.28 7 0.34 0 5.1 39 DARK 5 WT 37.4 4.7 2 5.74 3.25 600676 269649 253449 76860 60847 16013 176589 143308 33281 2241 36060 29944 6116 217389 174211 43178 2343 7160 9499 5.54 150
11/12/2019 01:46 3376 1 22 50 0 0.25 20.81 0.07 0.35 22.3 20.45 0.418 0.359 0.348 2025 891 76 1948 857 73 0.962 10.135 4.457 0.379 10103 1540 1294 246 8563 7259 1304 78 1018 845 173 9085 7708 1377 876695 6370 3 6.7 9.15 3022444 0 68 68 0.05 2 0.28 0 1.8 40 DARK 5 WT 37.4 4.7 2 5.74 3.41 600676 276019 263552 78400 62141 16259 185152 150567 34585 2319 37078 30789 6289 226474 181919 44555 2343 7228 9567 5.59 152
11/12/2019 02:25 3376 1 22 50 0 0.25 20.81 0.07 0.35 22.3 20.32 0.539 0.493 0.47 2792 1228 104 2631 1157 98 0.942 13.913 6.118 0.52 6471 2733 2262 471 3738 3052 686 171 1534 1258 276 4937 4056 881 885561 8866 4 6.88 9.31 3023678 170 339 509 0.25 10 0.42 0 5.4 41 DARK 5 WT 37.4 4.7 2.18 5.74 3.57 600676 284885 270023 81133 64403 16730 188890 153619 35271 2490 38612 32047 6565 231411 185975 45436 2513 7567 10076 5.84 162
11/12/2019 03:04 3376 1 22 50 0 0.25 20.81 0.07 0.35 22.3 20.49 0.377 0.318 0.307 1795 789 67 1718 756 64 0.957 8.976 3.947 0.336 3060 1845 1615 230 1215 891 324 0 0 0 0 3060 2506 554 891479 5918 3 6.89 9.31 3024235 0 0 0 0 0 0 NA 0 42 DARK 5 WT 37.4 4.7 2.19 5.74 3.57 600676 290803 273083 82978 66018 16960 190105 154510 35595 2490 38612 32047 6565 234471 188481 45990 2513 7567 10076 5.84 162
11/12/2019 03:43 3376 1 22 50 0 0.25 20.81 0.07 0.35 22.3 20.56 0.315 0.246 0.244 1382 608 52 1368 601 51 0.989 6.96 3.061 0.26 7372 3015 2478 537 4357 3676 681 90 1563 1253 310 5809 4901 908 899337 7858 3 7.22 9.62 3025040 34 271 305 0.23 2 0.24 0 12.8 43 DARK 5 WT 37.4 4.7 2.52 5.74 3.88 600676 298661 280455 85993 68496 17497 194462 158186 36276 2580 40175 33300 6875 240280 193382 46898 2547 7838 10381 6.07 164
11/12/2019 04:22 3376 1 22 50 0 0.25 20.8 0.069 0.35 22.3 20.46 0.406 0.339 0.336 1905 838 71 1888 830 71 0.991 9.595 4.22 0.359 2428 130 24 106 2298 2007 291 0 0 0 0 2428 2031 397 902234 2896 1 7.22 9.62 3025706.3 0 0 0 0 0 0 NA 0 44 DARK 5 WT 37.4 4.7 2.52 5.74 3.88 600676 301558 282883 86123 68520 17603 196760 160193 36567 2580 40175 33300 6875 242708 195413 47295 2547 7838 10381 6.07 164
11/12/2019 05:01 3376 1 22 50 0 0.25 20.81 0.068 0.35 22.3 20.43 0.452 0.38 0.384 2118 932 79 2149 945 80 1.015 10.725 4.717 0.401 5022 1125 743 382 3897 2989 908 8 678 494 184 4344 3238 1106 907368 5134 2 7.24 9.76 3026403 0 0 0 0 0 0 NA 0 45 DARK 5 WT 37.4 4.7 2.54 5.74 4.02 600676 306692 287905 87248 69263 17985 200657 163182 37475 2588 40853 33794 7059 247052 198651 48401 2547 7838 10381 6.07 164
11/12/2019 05:40 3376 1 22 50 0 0.25 20.81 0.067 0.35 22.3 20.51 0.349 0.298 0.282 1691 744 63 1578 694 59 0.933 8.409 3.698 0.314 1477 158 13 145 1319 863 456 0 0 0 0 1477 876 601 912766 5398 2 7.24 9.76 3027052.8 0 0 0 0 0 0 NA 0 46 DARK 5 WT 37.4 4.7 2.54 5.74 4.02 600676 312090 289382 87406 69276 18130 201976 164045 37931 2588 40853 33794 7059 248529 199527 49002 2547 7838 10381 6.07 164
11/12/2019 06:19 3376 1 22 50 0 0.25 20.81 0.067 0.35 22.3 20.49 0.364 0.318 0.297 1811 797 68 1662 731 62 0.918 8.976 3.947 0.336 2975 1010 757 253 1965 1383 582 1 644 486 158 2331 1654 677 916716 3950 2 7.24 9.76 3027572 0 0 0 0 0 0 NA 0 47 DARK 5 WT 37.4 4.7 2.54 5.74 4.02 600676 316040 292357 88416 70033 18383 203941 165428 38513 2589 41497 34280 7217 250860 201181 49679 2547 7838 10381 6.07 164
11/12/2019 06:58 3376 1 22 50 0 0.25 20.81 0.067 0.35 22.3 20.46 0.383 0.349 0.316 2006 882 75 1774 780 66 0.884 9.867 4.339 0.369 8638 3243 2617 626 5395 4269 1126 146 1969 1626 343 6669 5260 1409 924011 7295 3 7.25 9.8 3028820.8 68 271 339 0.22 5 0.34 0 8.2 48 DARK 5 WT 37.4 4.7 2.55 5.74 4.06 600676 323335 300995 91659 72650 19009 209336 169697 39639 2735 43466 35906 7560 257529 206441 51088 2615 8109 10720 6.29 169
11/12/2019 07:37 3376 1 22 49 0 0.25 20.81 0.068 0.35 22.3 20.32 0.502 0.493 0.434 2839 1248 106 2429 1068 91 0.855 13.875 6.101 0.519 6950 2586 2047 539 4364 3586 778 132 1432 1221 211 5518 4412 1106 930398 6387 3 7.41 9.96 3029929 68 204 271 0.14 7 0.28 0 2.4 49 DARK 5 WT 37.4 4.7 2.71 5.74 4.22 600676 329722 307945 94245 74697 19548 213700 173283 40417 2867 44898 37127 7771 263047 210853 52194 2683 8313 10991 6.43 176
11/12/2019 08:16 3376 1 22 50 89 0.25 20.8 0.069 0.35 22.3 20.42 0.431 0.38 0.362 2151 946 80 2025 890 76 0.942 10.715 4.712 0.401 7057 4152 3234 918 2905 2183 722 60 2316 1891 425 4741 3526 1215 935060 4662 2 7.73 10.35 3031469 68 204 271 0.14 5 0.28 0 5.5 50 LIGHT 5 WT 37.4 4.7 3.03 5.74 4.61 600676 334384 315002 98397 77931 20466 216605 175466 41139 2927 47214 39018 8196 267788 214379 53409 2751 8517 11262 6.57 181
11/12/2019 08:55 3376 1 22 50 89 0.25 20.8 0.069 0.35 22.3 20.41 0.449 0.39 0.38 2194 965 82 2126 935 80 0.969 11 4.837 0.411 918 104 13 91 814 424 390 0 0 0 0 918 437 481 937039 1979 1 7.73 10.35 3033325.5 0 0 0 0 0 0 NA 0 51 LIGHT 5 WT 37.4 4.7 3.03 5.74 4.61 600676 336363 315920 98501 77944 20557 217419 175890 41529 2927 47214 39018 8196 268706 214816 53890 2751 8517 11262 6.57 181
11/12/2019 09:34 3376 1 22 50 89 0.25 20.8 0.067 0.35 22.4 20.49 0.366 0.308 0.299 1740 765 65 1674 736 63 0.962 8.707 3.829 0.326 5063 150 6 144 4913 4092 821 0 0 0 0 5063 4098 965 944008 6969 3 7.73 10.35 3034086.3 0 0 0 0 0 0 NA 0 52 LIGHT 5 WT 37.4 4.7 3.03 5.74 4.61 600676 343332 320983 98651 77950 20701 222332 179982 42350 2927 47214 39018 8196 273769 218914 54855 2751 8517 11262 6.57 181
